CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value,NextPurchaseDayRange
12578,255,0,76,0,691096.14,0,0,False,True,False,0
12829,261,0,12,0,96552.96,0,0,False,True,False,0
12967,240,0,20,0,998613.61,0,0,False,True,False,0
13329,293,0,9,0,95908.79,0,0,False,True,False,0
13506,251,0,29,0,182924.53,0,0,False,True,False,0
13672,240,0,16,0,-39552.240000000005,0,0,False,True,False,0
13680,275,0,91,0,902209.7200000001,0,0,False,True,False,0
13819,240,0,36,0,1826980.1,0,0,False,True,False,0
13963,247,0,35,0,400455.47,0,0,False,True,False,0
14176,236,0,32,0,349377.97000000003,0,0,False,True,False,0
14229,230,0,29,0,223608.21,0,0,False,True,False,0
15100,268,0,6,0,92799.42,0,0,False,True,False,0
15107,250,0,20,0,79599.3,0,0,False,True,False,0
15881,250,0,32,0,124519.69,0,0,False,True,False,0
15983,299,0,80,0,951661.1,0,0,False,True,False,0
16499,299,0,22,0,48582.560000000005,0,0,False,True,False,0
16725,240,0,142,0,292886.95,0,0,False,True,False,0
17062,252,0,70,0,347367.02999999997,0,0,False,True,False,0
17095,237,0,36,0,124323.23,0,0,False,True,False,0
17334,239,0,12,0,100432.26,0,0,False,True,False,0
17406,269,0,110,0,764242.57,0,0,False,True,False,0
17796,252,0,76,0,86501.04000000001,0,0,False,True,False,0
17884,250,0,91,0,511550.84,0,0,False,True,False,0
17912,249,0,39,0,91897.73,0,0,False,True,False,0
17951,293,0,10,0,41503.22,0,0,False,True,False,0
12347,68,2,124,0,1085038.72,0,2,False,True,False,0
12359,128,2,145,0,425018.26,0,2,False,True,False,0
12383,123,2,100,0,816497.38,0,2,False,True,False,0
12399,58,2,59,0,847793.71,0,2,False,True,False,0
12407,72,2,64,0,1100327.45,0,2,False,True,False,0
12429,111,2,70,0,544416.92,0,2,False,True,False,0
12463,114,2,64,0,637027.85,0,2,False,True,False,0
12468,82,2,40,0,175569.35,0,2,False,True,False,0
12480,82,2,114,0,1266756.48,0,2,False,True,False,0
12493,104,2,23,0,109552.04,0,2,False,True,False,0
12494,96,2,56,0,300014.28,0,2,False,True,False,0
12507,72,2,23,0,241797.25,0,2,False,True,False,0
12594,60,2,94,0,1334082.78,0,2,False,True,False,0
12599,65,2,48,0,737898.22,0,2,False,True,False,0
12601,128,2,29,0,142574.29,0,2,False,True,False,0
12633,68,2,88,0,874833.59,0,2,False,True,False,0
12643,67,2,24,0,1701438.68,0,2,False,True,False,0
12669,89,2,102,0,635263.3,0,2,False,True,False,0
12691,84,2,21,0,339823.38,0,2,False,True,False,0
12693,59,2,41,0,134662.62,0,2,False,True,False,0
12775,128,2,53,0,919686.23,0,2,False,True,False,0
12779,128,2,111,0,2459159.58,0,2,False,True,False,0
12782,88,2,93,0,1026319.59,0,2,False,True,False,0
12836,76,2,125,0,1040603.6,0,2,False,True,False,0
12840,82,2,116,0,1496714.1199999999,0,2,False,True,False,0
12868,124,2,107,0,978401.3099999999,0,2,False,True,False,0
12891,124,2,3,0,1145300.0,0,2,False,True,False,0
12916,77,2,105,0,1527212.27,0,2,False,True,False,0
12928,86,2,54,0,677765.1799999999,0,2,False,True,False,0
12942,70,2,70,0,217817.94999999998,0,2,False,True,False,0
12947,82,2,103,0,883259.89,0,2,False,True,False,0
12951,102,2,47,0,250251.93,0,2,False,True,False,0
12980,94,2,22,0,3074329.72,0,2,False,True,False,0
12993,59,2,24,0,205526.6,0,2,False,True,False,0
12999,135,2,28,0,114726.0,0,2,False,True,False,0
13005,112,2,29,0,91819.82,0,2,False,True,False,0
13015,135,2,88,0,783438.06,0,2,False,True,False,0
13037,77,2,48,0,369645.52,0,2,False,True,False,0
13082,65,2,75,0,3048261.34,0,2,False,True,False,0
13085,96,2,29,0,165511.32,0,2,False,True,False,0
13110,76,2,105,0,332443.48,0,2,False,True,False,0
13117,60,2,66,0,541011.87,0,2,False,True,False,0
13157,80,2,45,0,445350.07,0,2,False,True,False,0
13162,61,2,81,0,1247476.68,0,2,False,True,False,0
13208,94,2,111,0,479006.7,0,2,False,True,False,0
13213,67,2,53,0,353326.14,0,2,False,True,False,0
13217,61,2,7,0,43781.04,0,2,False,True,False,0
13225,81,2,23,0,2746302.2,0,2,False,True,False,0
13246,115,2,112,0,1960215.91,0,2,False,True,False,0
13280,61,2,82,0,528865.69,0,2,False,True,False,0
13285,100,2,137,0,1143389.74,0,2,False,True,False,0
13313,79,2,47,0,403478.62,0,2,False,True,False,0
13338,93,2,24,0,240459.75999999998,0,2,False,True,False,0
13414,72,2,24,0,840069.77,0,2,False,True,False,0
13420,73,2,10,0,137031.19999999998,0,2,False,True,False,0
13475,130,2,86,0,1400264.76,0,2,False,True,False,0
13476,117,2,61,0,405461.21,0,2,False,True,False,0
13477,77,2,51,0,467113.42,0,2,False,True,False,0
13479,136,2,16,0,58790.85,0,2,False,True,False,0
13491,86,2,76,0,758405.86,0,2,False,True,False,0
13492,75,2,50,0,325108.76,0,2,False,True,False,0
13520,67,2,74,0,640166.16,0,2,False,True,False,0
13523,115,2,107,0,748278.96,0,2,False,True,False,0
13564,83,2,83,0,862861.9,0,2,False,True,False,0
13590,79,2,53,0,1361646.0699999998,0,2,False,True,False,0
13632,112,2,85,0,390050.76,0,2,False,True,False,0
13636,61,2,42,0,373842.99,0,2,False,True,False,0
13654,84,2,109,0,856395.05,0,2,False,True,False,0
13659,135,2,107,0,528366.46,0,2,False,True,False,0
13717,67,2,71,0,804882.41,0,2,False,True,False,0
13722,59,2,86,0,1326672.22,0,2,False,True,False,0
13750,79,2,19,0,1172213.34,0,2,False,True,False,0
13752,63,2,75,0,1050703.82,0,2,False,True,False,0
13811,122,2,14,0,32103.48,0,2,False,True,False,0
13815,87,2,137,0,2235438.88,0,2,False,True,False,0
13824,74,2,36,0,510983.74,0,2,False,True,False,0
13856,107,2,17,0,618956.96,0,2,False,True,False,0
13865,75,2,23,0,159713.38999999998,0,2,False,True,False,0
13873,58,2,24,0,69219.72,0,2,False,True,False,0
13875,72,2,81,0,1124675.61,0,2,False,True,False,0
13900,121,2,43,0,429108.67,0,2,False,True,False,0
13911,83,2,144,0,1372373.36,0,2,False,True,False,0
13929,108,2,10,0,148899.73,0,2,False,True,False,0
13951,114,2,39,0,338892.24,0,2,False,True,False,0
13956,77,2,108,0,480317.35,0,2,False,True,False,0
13982,102,2,77,0,967939.5700000001,0,2,False,True,False,0
13984,65,2,13,0,404313.24,0,2,False,True,False,0
14001,109,2,25,0,941559.5,0,2,False,True,False,0
14021,94,2,22,0,58673.26,0,2,False,True,False,0
14083,65,2,98,0,295808.2,0,2,False,True,False,0
14127,61,2,44,0,262521.47,0,2,False,True,False,0
14133,68,2,30,0,196223.84,0,2,False,True,False,0
14145,72,2,9,0,682726.9199999999,0,2,False,True,False,0
14167,103,2,39,0,65030.83,0,2,False,True,False,0
14209,60,2,82,0,715349.37,0,2,False,True,False,0
14214,95,2,60,0,491967.78,0,2,False,True,False,0
14231,118,2,54,0,275200.04,0,2,False,True,False,0
14245,115,2,112,0,633511.36,0,2,False,True,False,0
14264,93,2,19,0,11035.01,0,2,False,True,False,0
14267,89,2,66,0,213266.34,0,2,False,True,False,0
14273,75,2,23,0,193706.81,0,2,False,True,False,0
14289,73,2,42,0,206267.64,0,2,False,True,False,0
14293,86,2,40,0,385928.67,0,2,False,True,False,0
14315,68,2,68,0,634963.39,0,2,False,True,False,0
14338,97,2,34,0,242595.66,0,2,False,True,False,0
14341,69,2,67,0,409373.78,0,2,False,True,False,0
14342,76,2,14,0,322528.7099999999,0,2,False,True,False,0
14344,66,2,71,0,314120.84,0,2,False,True,False,0
14352,96,2,47,0,636906.76,0,2,False,True,False,0
14390,83,2,145,0,703263.19,0,2,False,True,False,0
14403,69,2,26,0,77122.61,0,2,False,True,False,0
14442,136,2,67,0,366263.14,0,2,False,True,False,0
14443,77,2,70,0,631781.99,0,2,False,True,False,0
14450,119,2,39,0,137242.53,0,2,False,True,False,0
14541,107,2,102,0,492839.41,0,2,False,True,False,0
14577,102,2,90,0,360191.85,0,2,False,True,False,0
14584,107,2,99,0,481988.62,0,2,False,True,False,0
14621,65,2,51,0,222420.81,0,2,False,True,False,0
14625,124,2,57,0,250078.85,0,2,False,True,False,0
14639,59,2,118,0,1061510.58,0,2,False,True,False,0
14640,66,2,76,0,362414.36,0,2,False,True,False,0
14643,109,2,34,0,357382.21,0,2,False,True,False,0
14657,93,2,94,0,185580.9,0,2,False,True,False,0
14692,76,2,69,0,255204.09999999998,0,2,False,True,False,0
14708,93,2,15,0,178861.24,0,2,False,True,False,0
14740,130,2,92,0,347282.02,0,2,False,True,False,0
14748,62,2,77,0,612553.25,0,2,False,True,False,0
14758,83,2,71,0,277916.09,0,2,False,True,False,0
14803,101,2,44,0,174991.66,0,2,False,True,False,0
14828,135,2,17,0,1819485.44,0,2,False,True,False,0
14829,123,2,37,0,130397.7,0,2,False,True,False,0
14841,118,2,106,0,821129.53,0,2,False,True,False,0
14867,124,2,37,0,554930.28,0,2,False,True,False,0
14871,117,2,58,0,132250.19,0,2,False,True,False,0
14898,73,2,70,0,1049635.07,0,2,False,True,False,0
14905,93,2,18,0,461850.7,0,2,False,True,False,0
14913,122,2,62,0,1018685.05,0,2,False,True,False,0
14958,86,2,41,0,46143.65,0,2,False,True,False,0
15027,107,2,33,0,800661.1000000001,0,2,False,True,False,0
15045,90,2,13,0,111854.72,0,2,False,True,False,0
15065,103,2,141,0,750712.82,0,2,False,True,False,0
15104,105,2,69,0,321627.19,0,2,False,True,False,0
15108,80,2,61,0,190877.63,0,2,False,True,False,0
15110,60,2,21,0,128797.69,0,2,False,True,False,0
15128,65,2,89,0,752834.9400000001,0,2,False,True,False,0
15133,66,2,24,0,348364.3,0,2,False,True,False,0
15146,103,2,95,0,615941.29,0,2,False,True,False,0
15157,62,2,97,0,958154.24,0,2,False,True,False,0
15192,58,2,51,0,1073262.32,0,2,False,True,False,0
15245,72,2,89,0,1222715.51,0,2,False,True,False,0
15281,75,2,141,0,726397.16,0,2,False,True,False,0
15288,94,2,79,0,101117.34,0,2,False,True,False,0
15289,74,2,49,0,986347.2000000001,0,2,False,True,False,0
15329,73,2,45,0,286123.3,0,2,False,True,False,0
15334,95,2,98,0,286556.67,0,2,False,True,False,0
15384,108,2,43,0,434689.56,0,2,False,True,False,0
15407,122,2,62,0,119318.16,0,2,False,True,False,0
15482,104,2,21,0,1004941.01,0,2,False,True,False,0
15508,128,2,92,0,293975.48,0,2,False,True,False,0
15530,88,2,92,0,275429.39,0,2,False,True,False,0
15535,112,2,75,0,116874.47,0,2,False,True,False,0
15574,116,2,152,0,253350.22,0,2,False,True,False,0
15581,59,2,147,0,288339.06,0,2,False,True,False,0
15643,117,2,36,0,104591.2,0,2,False,True,False,0
15646,96,2,36,0,245942.95,0,2,False,True,False,0
15656,117,2,35,0,152743.98,0,2,False,True,False,0
15658,129,2,56,0,116746.79,0,2,False,True,False,0
15704,79,2,117,0,1309150.25,0,2,False,True,False,0
15713,82,2,20,0,203793.16,0,2,False,True,False,0
15716,84,2,117,0,655915.1699999999,0,2,False,True,False,0
15780,122,2,29,0,263341.21,0,2,False,True,False,0
15781,73,2,12,0,71469.75,0,2,False,True,False,0
15785,96,2,57,0,961193.87,0,2,False,True,False,0
15809,123,2,27,0,114905.2,0,2,False,True,False,0
15819,70,2,101,0,565273.38,0,2,False,True,False,0
15835,76,2,35,0,242531.0,0,2,False,True,False,0
15855,75,2,80,0,215721.71,0,2,False,True,False,0
15985,61,2,38,0,433399.24000000005,0,2,False,True,False,0
15987,59,2,77,0,839821.9500000001,0,2,False,True,False,0
16003,73,2,58,0,480298.99,0,2,False,True,False,0
16019,75,2,107,0,926635.75,0,2,False,True,False,0
16034,135,2,22,0,187840.78999999998,0,2,False,True,False,0
16038,116,2,25,0,163830.32,0,2,False,True,False,0
16045,58,2,83,0,617305.07,0,2,False,True,False,0
16062,72,2,48,0,438077.67,0,2,False,True,False,0
16112,82,2,16,0,258316.30000000002,0,2,False,True,False,0
16146,96,2,29,0,563825.5700000001,0,2,False,True,False,0
16174,65,2,23,0,375964.87,0,2,False,True,False,0
16188,80,2,52,0,457233.03,0,2,False,True,False,0
16203,86,2,25,0,162473.41999999998,0,2,False,True,False,0
16206,63,2,55,0,66261.51,0,2,False,True,False,0
16214,109,2,44,0,291941.06,0,2,False,True,False,0
16224,79,2,66,0,311270.96,0,2,False,True,False,0
16225,88,2,129,0,510448.61,0,2,False,True,False,0
16258,66,2,89,0,919273.8400000001,0,2,False,True,False,0
16271,64,2,76,0,813670.36,0,2,False,True,False,0
16317,58,2,69,0,681215.89,0,2,False,True,False,0
16325,94,2,14,0,99813.68,0,2,False,True,False,0
16356,136,2,32,0,131057.01,0,2,False,True,False,0
16365,62,2,36,0,280912.37,0,2,False,True,False,0
16398,83,2,86,0,808159.07,0,2,False,True,False,0
16449,129,2,43,0,445954.32,0,2,False,True,False,0
16473,103,2,19,0,40275.02,0,2,False,True,False,0
16484,112,2,26,0,181070.04,0,2,False,True,False,0
16496,129,2,73,0,369412.11,0,2,False,True,False,0
16520,125,2,157,0,492270.23,0,2,False,True,False,0
16566,109,2,10,0,292929.04,0,2,False,True,False,0
16570,66,2,84,0,2298966.0999999996,0,2,False,True,False,0
16571,96,2,68,0,641671.13,0,2,False,True,False,0
16572,65,2,58,0,250106.69,0,2,False,True,False,0
16592,75,2,133,0,1983129.48,0,2,False,True,False,0
16612,58,2,51,0,427151.37,0,2,False,True,False,0
16621,86,2,22,0,235221.79,0,2,False,True,False,0
16654,80,2,31,0,73143.31,0,2,False,True,False,0
16696,74,2,10,0,49249.520000000004,0,2,False,True,False,0
16701,68,2,118,0,3013507.8,0,2,False,True,False,0
16711,79,2,10,0,122686.33,0,2,False,True,False,0
16726,135,2,97,0,231269.99,0,2,False,True,False,0
16728,105,2,139,0,187464.14,0,2,False,True,False,0
16791,61,2,144,0,341454.45999999996,0,2,False,True,False,0
16801,102,2,120,0,203266.52,0,2,False,True,False,0
16807,81,2,67,0,454398.23,0,2,False,True,False,0
16817,114,2,69,0,256683.09,0,2,False,True,False,0
16832,123,2,12,0,5309.27,0,2,False,True,False,0
16837,96,2,91,0,528627.45,0,2,False,True,False,0
16838,136,2,26,0,289516.11,0,2,False,True,False,0
16866,79,2,11,0,32086.489999999998,0,2,False,True,False,0
16889,133,2,135,0,576752.15,0,2,False,True,False,0
16898,116,2,99,0,166661.85,0,2,False,True,False,0
16907,86,2,109,0,275090.87,0,2,False,True,False,0
16915,66,2,31,0,80008.66,0,2,False,True,False,0
16948,77,2,19,0,847830.6,0,2,False,True,False,0
16949,117,2,33,0,284848.67,0,2,False,True,False,0
16951,62,2,87,0,858713.8200000001,0,2,False,True,False,0
16954,63,2,40,0,836575.37,0,2,False,True,False,0
16955,123,2,26,0,231558.32,0,2,False,True,False,0
16966,102,2,24,0,526805.78,0,2,False,True,False,0
16979,86,2,20,0,144333.64,0,2,False,True,False,0
16987,108,2,42,0,37598.59,0,2,False,True,False,0
16998,88,2,6,0,2960.7,0,2,False,True,False,0
17007,93,2,34,0,266384.61,0,2,False,True,False,0
17042,60,2,88,0,570418.35,0,2,False,True,False,0
17054,73,2,74,0,835017.97,0,2,False,True,False,0
17063,97,2,40,0,316233.66,0,2,False,True,False,0
17096,75,2,25,0,160482.61,0,2,False,True,False,0
17114,77,2,96,0,157218.72,0,2,False,True,False,0
17115,118,2,36,0,157648.13999999998,0,2,False,True,False,0
17162,70,2,90,0,1069311.56,0,2,False,True,False,0
17175,75,2,57,0,558176.85,0,2,False,True,False,0
17179,116,2,80,0,235928.04,0,2,False,True,False,0
17188,103,2,61,0,515966.33,0,2,False,True,False,0
17204,108,2,67,0,500694.8,0,2,False,True,False,0
17211,119,2,143,0,640545.84,0,2,False,True,False,0
17213,80,2,106,0,658562.64,0,2,False,True,False,0
17236,118,2,73,0,664491.5399999999,0,2,False,True,False,0
17272,135,2,81,0,929626.7000000001,0,2,False,True,False,0
17282,69,2,89,0,1863910.04,0,2,False,True,False,0
17312,77,2,14,0,236794.99000000005,0,2,False,True,False,0
17314,87,2,68,0,678332.77,0,2,False,True,False,0
17375,128,2,71,0,193100.96,0,2,False,True,False,0
17412,135,2,35,0,315950.83,0,2,False,True,False,0
17429,59,2,42,0,367786.71,0,2,False,True,False,0
17440,86,2,8,0,156402.34,0,2,False,True,False,0
17444,86,2,135,0,1622271.37,0,2,False,True,False,0
17454,131,2,61,0,383144.96,0,2,False,True,False,0
17457,65,2,19,0,654260.87,0,2,False,True,False,0
17463,110,2,123,0,835955.49,0,2,False,True,False,0
17470,66,2,58,0,963580.0599999999,0,2,False,True,False,0
17512,60,2,76,0,1688952.71,0,2,False,True,False,0
17516,58,2,112,0,332344.93,0,2,False,True,False,0
17519,72,2,67,0,1063803.32,0,2,False,True,False,0
17522,77,2,66,0,630462.89,0,2,False,True,False,0
17571,84,2,75,0,415018.52999999997,0,2,False,True,False,0
17579,59,2,19,0,71538.37,0,2,False,True,False,0
17615,69,2,14,0,129121.43000000001,0,2,False,True,False,0
17616,112,2,3,0,715899.52,0,2,False,True,False,0
17621,130,2,15,0,158176.16,0,2,False,True,False,0
17648,101,2,66,0,185609.81,0,2,False,True,False,0
17671,73,2,52,0,322751.18,0,2,False,True,False,0
17692,66,2,47,0,689371.77,0,2,False,True,False,0
17723,65,2,10,0,660795.76,0,2,False,True,False,0
17738,82,2,79,0,631737.05,0,2,False,True,False,0
17765,97,2,56,0,59778.83,0,2,False,True,False,0
17787,91,2,128,0,1022361.33,0,2,False,True,False,0
17809,68,2,37,0,604356.1,0,2,False,True,False,0
17861,74,2,137,0,590601.85,0,2,False,True,False,0
17874,124,2,47,0,96245.31999999999,0,2,False,True,False,0
17897,111,2,109,0,114579.76000000001,0,2,False,True,False,0
17966,90,2,61,0,849657.88,0,2,False,True,False,0
17980,104,2,30,0,559223.3,0,2,False,True,False,0
17994,60,2,82,0,331983.48,0,2,False,True,False,0
18037,93,2,19,0,4724.38,0,2,False,True,False,0
18062,112,2,27,0,135751.54,0,2,False,True,False,0
18142,90,2,18,0,409170.99,0,2,False,True,False,0
18168,114,2,139,0,834405.39,0,2,False,True,False,0
18177,96,2,60,0,511281.43999999994,0,2,False,True,False,0
18190,131,2,16,0,93364.99,0,2,False,True,False,0
18193,89,2,18,0,10768.780000000002,0,2,False,True,False,0
18219,88,2,80,0,720909.39,0,2,False,True,False,0
18231,131,2,124,0,635783.39,0,2,False,True,False,0
18245,88,2,122,0,870201.43,0,2,False,True,False,0
18260,111,2,139,0,2222293.4,0,2,False,True,False,0
12348,14,3,31,0,1839896.72,0,3,False,False,True,0
12352,11,3,77,0,492339.52999999997,0,3,False,False,True,1
12362,11,3,150,0,777433.16,0,3,False,False,True,2
12372,10,3,52,0,154839.32,0,3,False,False,True,0
12379,20,3,41,0,283635.53,0,3,False,False,True,0
12388,14,3,92,0,599893.24,0,3,False,False,True,0
12393,11,3,64,0,799590.79,0,3,False,False,True,0
12395,5,3,115,0,1492683.52,0,3,False,False,True,1
12408,37,3,88,0,396217.31,0,3,False,False,True,0
12412,13,3,61,0,342213.39,0,3,False,False,True,0
12413,5,3,40,0,337193.27,0,3,False,False,True,0
12417,45,3,152,0,778719.74,0,3,False,False,True,0
12421,53,3,37,0,672056.8,0,3,False,False,True,0
12422,34,3,39,0,250992.39,0,3,False,False,True,0
12423,37,3,108,0,826561.9299999999,0,3,False,False,True,0
12434,23,3,54,0,199242.86000000002,0,3,False,False,True,0
12437,16,3,113,0,2024835.03,0,3,False,False,True,1
12444,24,3,125,0,560407.76,0,3,False,False,True,1
12449,30,3,132,0,640177.65,0,3,False,False,True,0
12455,12,3,90,0,1954099.54,0,3,False,False,True,0
12456,47,3,90,0,540162.39,0,3,False,False,True,0
12457,5,3,67,0,315750.05,0,3,False,False,True,2
12464,45,3,21,0,37950.33,0,3,False,False,True,0
12473,53,3,72,0,503554.47,0,3,False,False,True,0
12476,23,3,146,0,1070328.43,0,3,False,False,True,1
12483,37,3,56,0,750174.1,0,3,False,False,True,0
12500,3,3,41,0,175460.26,0,3,False,False,True,2
12502,34,3,146,0,884436.98,0,3,False,False,True,0
12520,18,3,155,0,1143117.18,0,3,False,False,True,0
12523,2,3,79,0,601662.52,0,3,False,False,True,2
12524,2,3,139,0,2206704.02,0,3,False,False,True,0
12527,20,3,18,0,242368.0,0,3,False,False,True,0
12528,2,3,83,0,853167.89,0,3,False,False,True,0
12530,47,3,48,0,551102.2,0,3,False,False,True,1
12553,49,3,138,0,1363213.28,0,3,False,False,True,0
12560,39,3,83,0,294617.77,0,3,False,False,True,0
12562,20,3,99,0,566422.9,0,3,False,False,True,1
12569,2,3,110,0,2040103.67,0,3,False,False,True,2
12576,34,3,63,0,218847.1,0,3,False,False,True,0
12584,2,3,63,0,110798.21,0,3,False,False,True,2
12593,47,3,21,0,172394.55,0,3,False,False,True,0
12598,9,3,82,0,624753.08,0,3,False,False,True,1
12600,23,3,56,0,1125432.3199999998,0,3,False,False,True,0
12609,16,3,60,0,386646.22,0,3,False,False,True,0
12610,45,3,74,0,591972.68,0,3,False,False,True,0
12616,23,3,36,0,115561.73,0,3,False,False,True,0
12619,10,3,62,0,1272757.51,0,3,False,False,True,1
12645,38,3,60,0,337098.66,0,3,False,False,True,0
12647,16,3,121,0,1367892.79,0,3,False,False,True,0
12649,46,3,33,0,350442.67,0,3,False,False,True,0
12656,11,3,101,0,831515.97,0,3,False,False,True,1
12662,46,3,159,0,946152.23,0,3,False,False,True,0
12664,5,3,24,0,1041295.76,0,3,False,False,True,2
12670,37,3,58,0,632789.4,0,3,False,False,True,0
12674,30,3,60,0,245305.26,0,3,False,False,True,0
12676,9,3,37,0,476443.82,0,3,False,False,True,1
12678,17,3,105,0,2171348.28,0,3,False,False,True,1
12679,2,3,51,0,1707077.01,0,3,False,False,True,2
12680,12,3,37,0,157400.22,0,3,False,False,True,0
12684,2,3,69,0,497892.12,0,3,False,False,True,1
12685,14,3,104,0,582730.46,0,3,False,False,True,2
12695,5,3,24,0,243258.26,0,3,False,False,True,0
12697,52,3,30,0,78911.49,0,3,False,False,True,0
12704,16,3,65,0,524966.8,0,3,False,False,True,1
12708,11,3,153,0,861161.16,0,3,False,False,True,2
12710,35,3,79,0,659138.49,0,3,False,False,True,0
12712,45,3,122,0,615697.71,0,3,False,False,True,0
12721,18,3,129,0,1214922.73,0,3,False,False,True,1
12722,24,3,57,0,354067.17,0,3,False,False,True,0
12724,20,3,45,0,170009.38999999998,0,3,False,False,True,0
12726,25,3,88,0,1278117.77,0,3,False,False,True,0
12727,34,3,118,0,1364925.31,0,3,False,False,True,0
12728,10,3,46,0,372767.17,0,3,False,False,True,0
12747,5,3,85,0,1541120.5,0,3,False,False,True,1
12778,2,3,42,0,896927.37,0,3,False,False,True,1
12781,2,3,27,0,326837.77999999997,0,3,False,False,True,1
12822,9,3,47,0,293431.24,0,3,False,False,True,0
12823,13,3,5,0,25661.1,0,3,False,False,True,0
12826,10,3,72,0,971508.87,0,3,False,False,True,1
12828,4,3,38,0,167532.22,0,3,False,False,True,0
12843,4,3,108,0,654455.67,0,3,False,False,True,0
12853,46,3,84,0,481094.66,0,3,False,False,True,0
